course_code,course_title,subject,subject_name,course_number
OPSMGT 791,Dissertation,OPSMGT,Ops and Supply Chain Mmgt,791
OPSMGT 791A,Dissertation,OPSMGT,Ops and Supply Chain Mmgt,791A
OPSMGT 791B,Dissertation,OPSMGT,Ops and Supply Chain Mmgt,791B
OPSMGT 796A,Thesis,OPSMGT,Ops and Supply Chain Mmgt,796A
OPSMGT 796B,Thesis,OPSMGT,Ops and Supply Chain Mmgt,796B
OPTOM 216A,Introduction to Optometry,OPTOM,Optometry and Vision Science,216A
OPTOM 216B,Introduction to Optometry,OPTOM,Optometry and Vision Science,216B
OPTOM 263A,Essential Optics,OPTOM,Optometry and Vision Science,263A
OPTOM 263B,Essential Optics,OPTOM,Optometry and Vision Science,263B
OPTOM 272A,Visual Science 1: Structure and Function of the Visual System,OPTOM,Optometry and Vision Science,272A
OPTOM 272B,Visual Science 1: Structure and Function of the Visual System,OPTOM,Optometry and Vision Science,272B
OPTOM 292A,Issues in Optometry,OPTOM,Optometry and Vision Science,292A
OPTOM 292B,Issues in Optometry,OPTOM,Optometry and Vision Science,292B
OPTOM 316A,Optometry,OPTOM,Optometry and Vision Science,316A
OPTOM 316B,Optometry,OPTOM,Optometry and Vision Science,316B
OPTOM 345A,Principles of Ocular Pharmacology,OPTOM,Optometry and Vision Science,345A
OPTOM 345B,Principles of Ocular Pharmacology,OPTOM,Optometry and Vision Science,345B
OPTOM 353A,Ocular Pathology,OPTOM,Optometry and Vision Science,353A
OPTOM 353B,Ocular Pathology,OPTOM,Optometry and Vision Science,353B
OPTOM 375A,Visual Science 2,OPTOM,Optometry and Vision Science,375A
OPTOM 375B,Visual Science 2,OPTOM,Optometry and Vision Science,375B
OPTOM 392A,Issues in Optometry 2,OPTOM,Optometry and Vision Science,392A
OPTOM 392B,Issues in Optometry 2,OPTOM,Optometry and Vision Science,392B
OPTOM 416A,Clinical Optometry,OPTOM,Optometry and Vision Science,416A
OPTOM 416B,Clinical Optometry,OPTOM,Optometry and Vision Science,416B
OPTOM 430A,Contact Lens Practice,OPTOM,Optometry and Vision Science,430A
OPTOM 430B,Contact Lens Practice,OPTOM,Optometry and Vision Science,430B
OPTOM 442A,Optometry for Special Populations,OPTOM,Optometry and Vision Science,442A
OPTOM 442B,Optometry for Special Populations,OPTOM,Optometry and Vision Science,442B
OPTOM 450A,Diseases of the Eye and Visual System: Diagnosis and Management,OPTOM,Optometry and Vision Science,450A
OPTOM 450B,Diseases of the Eye and Visual System: Diagnosis and Management,OPTOM,Optometry and Vision Science,450B
OPTOM 492A,Issues in Optometry 3,OPTOM,Optometry and Vision Science,492A
OPTOM 492B,Issues in Optometry 3,OPTOM,Optometry and Vision Science,492B
OPTOM 510A,Advanced Clinical Optometry 1,OPTOM,Optometry and Vision Science,510A
OPTOM 510B,Advanced Clinical Optometry 1,OPTOM,Optometry and Vision Science,510B
OPTOM 520A,Advanced Clinical Optometry 2,OPTOM,Optometry and Vision Science,520A
OPTOM 520B,Advanced Clinical Optometry 2,OPTOM,Optometry and Vision Science,520B
OPTOM 560A,Optometry in Practice,OPTOM,Optometry and Vision Science,560A
OPTOM 560B,Optometry in Practice,OPTOM,Optometry and Vision Science,560B
OPTOM 561A,Optometry in Practice,OPTOM,Optometry and Vision Science,561A
OPTOM 561B,Optometry in Practice,OPTOM,Optometry and Vision Science,561B
OPTOM 570A,Research in Advanced Optometric Science,OPTOM,Optometry and Vision Science,570A
OPTOM 570B,Research in Advanced Optometric Science,OPTOM,Optometry and Vision Science,570B
OPTOM 592A,Issues in Optometry 4,OPTOM,Optometry and Vision Science,592A
OPTOM 592B,Issues in Optometry 4,OPTOM,Optometry and Vision Science,592B
OPTOM 757A,Special Study in Optometry,OPTOM,Optometry and Vision Science,757A
OPTOM 757B,Special Study in Optometry,OPTOM,Optometry and Vision Science,757B
OPTOM 759A,Special Study,OPTOM,Optometry and Vision Science,759A
OPTOM 759B,Special Study,OPTOM,Optometry and Vision Science,759B
OPTOM 783A,Research Project in Vision Science - Level 9,OPTOM,Optometry and Vision Science,783A
OPTOM 783B,Research Project in Vision Science - Level 9,OPTOM,Optometry and Vision Science,783B
OPTOM 791A,Research Portfolio in Clinical Optometry - Level 9,OPTOM,Optometry and Vision Science,791A
OPTOM 791B,Research Portfolio in Clinical Optometry - Level 9,OPTOM,Optometry and Vision Science,791B
PACIFIC 100,Te Moana-nui-a-Kiwa/Pacific Worlds,PACIFIC,Pacific Studies,100
PACIFIC 100G,Te Moana-nui-a-Kiwa/Pacific Worlds,PACIFIC,Pacific Studies,100G
PACIFIC 105,The Contemporary Pacific,PACIFIC,Pacific Studies,105
PACIFIC 110,Pacific Embodied Practices,PACIFIC,Pacific Studies,110
PACIFIC 200,Theorising Pacific Studies,PACIFIC,Pacific Studies,200
PACIFIC 205,Pacific Innovation and Sustainability,PACIFIC,Pacific Studies,205
PACIFIC 206,Pacific Youth: Contemporary Realities in the Pacific Region,PACIFIC,Pacific Studies,206
PACIFIC 207,Topics in Pacific Arts,PACIFIC,Pacific Studies,207
PACIFIC 208,Gender and the Pacific in a Globalising World,PACIFIC,Pacific Studies,208
PACIFIC 209,Pacific Leadership: Navigators of Change,PACIFIC,Pacific Studies,209
PACIFIC 210,Pacific Embodied Practices 2,PACIFIC,Pacific Studies,210
PACIFIC 211,Polynesian Warriors: Sport and Pacific Cultures,PACIFIC,Pacific Studies,211
PACIFIC 212,Pacific Indigenous Literatures and Knowledges,PACIFIC,Pacific Studies,212
PACIFIC 213,Pacific Wellbeing: Empowering Dimensions,PACIFIC,Pacific Studies,213
PACIFIC 214,Pacific History: New Zealand in the Pacific from 1900,PACIFIC,Pacific Studies,214
PACIFIC 215,Special Topic,PACIFIC,Pacific Studies,215
PACIFIC 216,Special Topic,PACIFIC,Pacific Studies,216
PACIFIC 217,Pacific Language Studies: Issues and Resolutions,PACIFIC,Pacific Studies,217
PACIFIC 300,NZ-Born Pacific Identities,PACIFIC,Pacific Studies,300
PACIFIC 304,Advanced Pacific Studies,PACIFIC,Pacific Studies,304
PACIFIC 305,Pacific Innovation and Sustainability,PACIFIC,Pacific Studies,305
PACIFIC 306,Pacific Youth: Contemporary Realities in the Pacific Region,PACIFIC,Pacific Studies,306
PACIFIC 307,Gender and the Pacific in a Globalising World,PACIFIC,Pacific Studies,307
PACIFIC 308,Topics in Pacific Arts,PACIFIC,Pacific Studies,308
PACIFIC 310,Pacific Embodied Practices 3,PACIFIC,Pacific Studies,310
PACIFIC 311,Polynesian Warriors: Sport and Pacific Cultures,PACIFIC,Pacific Studies,311
PACIFIC 312,Pacific Indigenous Literatures and Knowledges,PACIFIC,Pacific Studies,312
PACIFIC 313,Pacific Wellbeing: Empowering Dimensions,PACIFIC,Pacific Studies,313
PACIFIC 314,Pacific History: New Zealand in the Pacific from 1900,PACIFIC,Pacific Studies,314
PACIFIC 315,Special Topic,PACIFIC,Pacific Studies,315
PACIFIC 316,Special Topic,PACIFIC,Pacific Studies,316
PACIFIC 317,Pacific Language Studies: Issues and Resolutions,PACIFIC,Pacific Studies,317
PACIFIC 700,The Pacific: Interdisciplinary Studies,PACIFIC,Pacific Studies,700
PACIFIC 701,Pacific Language Studies,PACIFIC,Pacific Studies,701
PACIFIC 705,Special Topic,PACIFIC,Pacific Studies,705
PACIFIC 707,Special Topic,PACIFIC,Pacific Studies,707
PACIFIC 708,Special Study,PACIFIC,Pacific Studies,708
PACIFIC 708A,Special Study,PACIFIC,Pacific Studies,708A
PACIFIC 708B,Special Study,PACIFIC,Pacific Studies,708B
PACIFIC 710,Special Study,PACIFIC,Pacific Studies,710
PACIFIC 711,"Intervention, Prevention and Promotion of Pacific Wellbeing",PACIFIC,Pacific Studies,711
PACIFIC 712,Pacific Indigenous Thought,PACIFIC,Pacific Studies,712
PACIFIC 713,Special Topic: Teu le va and Pacific Research,PACIFIC,Pacific Studies,713
PACIFIC 714,Pacific Research Methodologies and Practices,PACIFIC,Pacific Studies,714
PACIFIC 715,The Global Pacific,PACIFIC,Pacific Studies,715
PACIFIC 716,The Pacific: Interdisciplinary Studies,PACIFIC,Pacific Studies,716
PACIFIC 717,"Pacific Policies, Pacific Peoples",PACIFIC,Pacific Studies,717
PACIFIC 718,"Pacific Policies, Pacific Peoples",PACIFIC,Pacific Studies,718
PACIFIC 785,Research Project,PACIFIC,Pacific Studies,785
PACIFIC 785A,Research Project,PACIFIC,Pacific Studies,785A
PACIFIC 785B,Research Project,PACIFIC,Pacific Studies,785B
PACIFIC 792,Dissertation,PACIFIC,Pacific Studies,792
PACIFIC 792A,Dissertation,PACIFIC,Pacific Studies,792A
PACIFIC 792B,Dissertation,PACIFIC,Pacific Studies,792B
PACIFIC 793,Dissertation,PACIFIC,Pacific Studies,793
PACIFIC 793A,Dissertation,PACIFIC,Pacific Studies,793A
PACIFIC 793B,Dissertation,PACIFIC,Pacific Studies,793B
PACIFIC 796A,Thesis,PACIFIC,Pacific Studies,796A
PACIFIC 796B,Thesis,PACIFIC,Pacific Studies,796B
PACIFIC 797A,Research Portfolio,PACIFIC,Pacific Studies,797A
PACIFIC 797B,Research Portfolio,PACIFIC,Pacific Studies,797B
PAEDS 700,Special Topic,PAEDS,Paediatrics,700
PAEDS 704,Special Studies in Paediatrics,PAEDS,Paediatrics,704
PAEDS 705,Neonate and Infant Health,PAEDS,Paediatrics,705
PAEDS 706,Paediatric Care (Toddler-Adolescent),PAEDS,Paediatrics,706
PAEDS 706A,Paediatric Care (Toddler-Adolescent),PAEDS,Paediatrics,706A
PAEDS 706B,Paediatric Care (Toddler-Adolescent),PAEDS,Paediatrics,706B
PAEDS 707A,Clinical Portfolio,PAEDS,Paediatrics,707A
PAEDS 707B,Clinical Portfolio,PAEDS,Paediatrics,707B
PAEDS 708,Population Youth Health,PAEDS,Paediatrics,708
PAEDS 710,Clinical Care of Gender Diverse Youth,PAEDS,Paediatrics,710
PAEDS 712,Youth Health Clinical Skills,PAEDS,Paediatrics,712
PAEDS 714,Emergency Paediatrics,PAEDS,Paediatrics,714
PAEDS 719,"Health, Education and Youth Development",PAEDS,Paediatrics,719
PAEDS 720,Advanced Youth Health,PAEDS,Paediatrics,720
PAEDS 721,Clinical Care of Adolescents and Young Adults with Cancer,PAEDS,Paediatrics,721
PAEDS 722,Youth Health Practicum,PAEDS,Paediatrics,722
PAEDS 723,Research Methods in Child Health and Paediatrics - Level 9,PAEDS,Paediatrics,723
PAEDS 790A,Research Project - Level 9,PAEDS,Paediatrics,790A
PAEDS 790B,Research Project - Level 9,PAEDS,Paediatrics,790B
PAEDS 791A,Dissertation - Level 9,PAEDS,Paediatrics,791A
PAEDS 791B,Dissertation - Level 9,PAEDS,Paediatrics,791B
PHARMACY 111G,Drugs and Society,PHARMACY,Pharmacy,111G
PHARMACY 199,English Language Competency,PHARMACY,Pharmacy,199
PHARMACY 211,Applied Science for Pharmacy,PHARMACY,Pharmacy,211
PHARMACY 212,Pharmaceutical Science and Practice,PHARMACY,Pharmacy,212
PHARMACY 213,Pharmacy 1,PHARMACY,Pharmacy,213
PHARMACY 311,Pharmacy 2,PHARMACY,Pharmacy,311
PHARMACY 312,Pharmacy 3,PHARMACY,Pharmacy,312
PHARMACY 413A,Research Inquiry in Pharmacy,PHARMACY,Pharmacy,413A
PHARMACY 413B,Research Inquiry in Pharmacy,PHARMACY,Pharmacy,413B
PHARMACY 701,Medicine Optimisation 1,PHARMACY,Pharmacy,701
PHARMACY 702,Medicine Optimisation 2,PHARMACY,Pharmacy,702
PHARMACY 750,Pharmaceutical Formulation,PHARMACY,Pharmacy,750
PHARMACY 751,Pharmaceutical Techniques,PHARMACY,Pharmacy,751
PHARMACY 752,Pharmaceutical Quality Assurance,PHARMACY,Pharmacy,752
PHARMACY 753,Pharmaceutical Regulatory Affairs,PHARMACY,Pharmacy,753
PHARMACY 754,Pharmaceutical Science Research Proposal,PHARMACY,Pharmacy,754
PHARMACY 760,Literature Review in Pharmaceutical Sciences,PHARMACY,Pharmacy,760
PHARMACY 762,Literature Review in Pharmacy Practice,PHARMACY,Pharmacy,762
PHARMACY 763,Case Studies in Pharmacy Practice,PHARMACY,Pharmacy,763
PHARMACY 764,Advanced Clinical Pharmacy I,PHARMACY,Pharmacy,764
PHARMACY 765,Advanced Clinical Pharmacy II,PHARMACY,Pharmacy,765
PHARMACY 766,Applied Pharmacotherapy,PHARMACY,Pharmacy,766
PHARMACY 767,Advanced Pharmacotherapy,PHARMACY,Pharmacy,767
PHARMACY 769,Principles of Prescribing,PHARMACY,Pharmacy,769
PHARMACY 770,Prescribing Practicum,PHARMACY,Pharmacy,770
PHARMACY 771,Special Studies,PHARMACY,Pharmacy,771
PHARMACY 772,Special Studies,PHARMACY,Pharmacy,772
PHARMACY 773,Special Topic,PHARMACY,Pharmacy,773
PHARMACY 774,Special Topic,PHARMACY,Pharmacy,774
PHARMACY 789A,Research Project,PHARMACY,Pharmacy,789A
PHARMACY 789B,Research Project,PHARMACY,Pharmacy,789B
PHARMACY 796A,Thesis,PHARMACY,Pharmacy,796A
PHARMACY 796B,Thesis,PHARMACY,Pharmacy,796B
PHARMACY 797A,Research Portfolio,PHARMACY,Pharmacy,797A
PHARMACY 797B,Research Portfolio,PHARMACY,Pharmacy,797B
PHARMCOL 399,Capstone: Integrated Pharmacology,PHARMCOL,Pharmacology,399
PHARMCOL 787,Dissertation,PHARMCOL,Pharmacology,787
PHARMCOL 787A,Dissertation,PHARMCOL,Pharmacology,787A
PHARMCOL 787B,Dissertation,PHARMCOL,Pharmacology,787B
PHARMCOL 796A,MSc Thesis in Pharmacology,PHARMCOL,Pharmacology,796A
PHARMCOL 796B,MSc Thesis in Pharmacology,PHARMCOL,Pharmacology,796B
PHIL (261),Metaphysics ** available as of 01/01/2027,PHIL,Philosophy,(261)
PHIL (361),Metaphysical Structures of the World ** available as of 01/01/2027,PHIL,Philosophy,(361)
PHIL (704),Ancient/Medieval Philosophy ** available as of 01/01/2027,PHIL,Philosophy,(704)
PHIL (706),Logic ** available as of 01/01/2027,PHIL,Philosophy,(706)
PHIL (707),Political Philosophy ** available as of 01/01/2027,PHIL,Philosophy,(707)
PHIL (708),European Continental Philosophy ** available as of 01/01/2027,PHIL,Philosophy,(708)
PHIL (765),Directed Study ** available as of 01/01/2027,PHIL,Philosophy,(765)
PHIL 100,"Mind, Knowledge, and Reality",PHIL,Philosophy,100
PHIL 101,Introduction to Logic,PHIL,Philosophy,101
PHIL 104,Ethics and Justice,PHIL,Philosophy,104
PHIL 105,Critical Thinking,PHIL,Philosophy,105
PHIL 105G,Critical Thinking,PHIL,Philosophy,105G
PHIL 200,Philosophy of Mind,PHIL,Philosophy,200
PHIL 204,Greek Philosophy,PHIL,Philosophy,204
PHIL 206,"Language, Truth and Meaning",PHIL,Philosophy,206
PHIL 207,Philosophy and Religion,PHIL,Philosophy,207
PHIL 209,19th-Century European Philosophy,PHIL,Philosophy,209
PHIL 216,Modal Logic,PHIL,Philosophy,216
PHIL 218,Problems in Epistemology,PHIL,Philosophy,218
PHIL 222,Intermediate Logic,PHIL,Philosophy,222
PHIL 225,"Power, Critique and Emancipation",PHIL,Philosophy,225
PHIL 226,Special Topic,PHIL,Philosophy,226
PHIL 228,Special Topic: Political Philosophy: Resistance and Reconciliation,PHIL,Philosophy,228
PHIL 231,Indigenous Philosophy,PHIL,Philosophy,231
PHIL 232,Medieval Philosophy,PHIL,Philosophy,232
PHIL 233,Philosophy of Logic,PHIL,Philosophy,233
PHIL 234,Chinese Philosophy,PHIL,Philosophy,234
PHIL 250,Philosophy and the Environment,PHIL,Philosophy,250
PHIL 260,Philosophy of Science,PHIL,Philosophy,260
PHIL 261,Metaphysical Structures of the World,PHIL,Philosophy,261
PHIL 263,Philosophy of Biology,PHIL,Philosophy,263
PHIL 268,Ethical Theory,PHIL,Philosophy,268
PHIL 300,Directed Study,PHIL,Philosophy,300
PHIL 302,Medieval Philosophy,PHIL,Philosophy,302
PHIL 306,"Language, Truth and Meaning",PHIL,Philosophy,306
PHIL 307,Special Topic,PHIL,Philosophy,307
PHIL 308,Special Topic: Political Philosophy: Resistance and Reconciliation,PHIL,Philosophy,308
PHIL 315,Modal Logic,PHIL,Philosophy,315
PHIL 319,Greek Philosophy,PHIL,Philosophy,319
PHIL 320,Philosophy of Mind,PHIL,Philosophy,320
PHIL 321,Chinese Philosophy,PHIL,Philosophy,321
PHIL 323,Philosophy of Logic,PHIL,Philosophy,323
PHIL 327,Philosophy and Religion,PHIL,Philosophy,327
PHIL 331,Indigenous Philosophy,PHIL,Philosophy,331
PHIL 338,Problems in Epistemology,PHIL,Philosophy,338
PHIL 340,Kant and Hegel,PHIL,Philosophy,340
PHIL 341,20th-Century European Philosophy,PHIL,Philosophy,341
PHIL 345,"Power, Critique and Emancipation",PHIL,Philosophy,345
PHIL 351,Philosophy and the Environment,PHIL,Philosophy,351
PHIL 360,Philosophy of Science,PHIL,Philosophy,360
PHIL 361,Metaphysics,PHIL,Philosophy,361
PHIL 363,Philosophy of Biology,PHIL,Philosophy,363
PHIL 368,Ethical Theory,PHIL,Philosophy,368
PHIL 703,Philosophy of Religion,PHIL,Philosophy,703
PHIL 704,Ancient/Medieval Philosophy 1,PHIL,Philosophy,704
PHIL 705,Ancient/Medieval Philosophy 2,PHIL,Philosophy,705
PHIL 706,Logic 2,PHIL,Philosophy,706
PHIL 707,Political Philosophy 2,PHIL,Philosophy,707
PHIL 708,European Continental Philosophy 2,PHIL,Philosophy,708
PHIL 720,Special Studies,PHIL,Philosophy,720
PHIL 720A,Special Studies,PHIL,Philosophy,720A
PHIL 720B,Special Studies,PHIL,Philosophy,720B
PHIL 722,Special Topic,PHIL,Philosophy,722
PHIL 723,Special Topic,PHIL,Philosophy,723
PHIL 724,Special Topic,PHIL,Philosophy,724
PHIL 726,Ethics 1,PHIL,Philosophy,726
PHIL 727,Ethics 2,PHIL,Philosophy,727
PHIL 728,Political Philosophy 1,PHIL,Philosophy,728
PHIL 736,Logic 1,PHIL,Philosophy,736
PHIL 739,Philosophy of Language,PHIL,Philosophy,739
PHIL 749,Philosophy of Science 1,PHIL,Philosophy,749
PHIL 750,Philosophy of Science 2,PHIL,Philosophy,750
PHIL 757,European Continental Philosophy 1,PHIL,Philosophy,757
PHIL 759,European Continental Philosophy 3,PHIL,Philosophy,759
PHIL 765,Special Topic,PHIL,Philosophy,765
PHIL 782,Research Project,PHIL,Philosophy,782
PHIL 782A,Research Project,PHIL,Philosophy,782A
PHIL 782B,Research Project,PHIL,Philosophy,782B
PHIL 792,Dissertation,PHIL,Philosophy,792
PHIL 792A,Dissertation,PHIL,Philosophy,792A
PHIL 792B,Dissertation,PHIL,Philosophy,792B
PHIL 793,Dissertation,PHIL,Philosophy,793
PHIL 793A,Dissertation,PHIL,Philosophy,793A
PHIL 793B,Dissertation,PHIL,Philosophy,793B
PHIL 796A,Thesis,PHIL,Philosophy,796A
PHIL 796B,Thesis,PHIL,Philosophy,796B
PHIL 797A,Research Portfolio,PHIL,Philosophy,797A
PHIL 797B,Research Portfolio,PHIL,Philosophy,797B
PHYSED 101,Games and Sport Education,PHYSED,Physical Education,101
PHYSED 102,Alternative Sport and Play,PHYSED,Physical Education,102
PHYSED 104,Aquatics and Water Safety,PHYSED,Physical Education,104
PHYSICS 102,Basic Concepts of Physics,PHYSICS,Physics,102
PHYSICS 120,Advancing Physics 1,PHYSICS,Physics,120
PHYSICS 121,Advancing Physics 2,PHYSICS,Physics,121
PHYSICS 140,Digital Fundamentals,PHYSICS,Physics,140
PHYSICS 160,Physics for the Life Sciences,PHYSICS,Physics,160
PHYSICS 201,Classical and Thermal Physics,PHYSICS,Physics,201
PHYSICS 202,Electromagnetism,PHYSICS,Physics,202
PHYSICS 203,Relativity and Quantum Physics,PHYSICS,Physics,203
PHYSICS 244,Electronics and Imaging,PHYSICS,Physics,244
PHYSICS 309,Special Study,PHYSICS,Physics,309
PHYSICS 331,Classical Mechanics and Electrodynamics,PHYSICS,Physics,331
PHYSICS 332,Fluid Mechanics,PHYSICS,Physics,332
PHYSICS 333,Lasers and Electromagnetic Waves,PHYSICS,Physics,333
PHYSICS 334,Statistical Physics and Condensed Matter,PHYSICS,Physics,334
PHYSICS 335,Quantum Mechanics,PHYSICS,Physics,335
PHYSICS 340,Electronics and Signal Processing,PHYSICS,Physics,340
PHYSICS 356,Particle Physics and Astrophysics,PHYSICS,Physics,356
PHYSICS 371,Special Topic,PHYSICS,Physics,371
PHYSICS 390,Experimental Physics,PHYSICS,Physics,390
PHYSICS 399,Capstone: Physics,PHYSICS,Physics,399
PHYSICS 624,Mechanics and Electrodynamics,PHYSICS,Physics,624
PHYSICS 625,Lasers and Electromagnetic Waves,PHYSICS,Physics,625
PHYSICS 626,Quantum Physics,PHYSICS,Physics,626
PHYSICS 681,Directed Study,PHYSICS,Physics,681
PHYSICS 690A,Graduate Diploma Research Project,PHYSICS,Physics,690A
PHYSICS 690B,Graduate Diploma Research Project,PHYSICS,Physics,690B
PHYSICS 691,Postgraduate Diploma Research Project,PHYSICS,Physics,691
PHYSICS 691A,Postgraduate Diploma Research Project,PHYSICS,Physics,691A
PHYSICS 691B,Postgraduate Diploma Research Project,PHYSICS,Physics,691B
PHYSICS 703,Advanced Quantum Mechanics,PHYSICS,Physics,703
PHYSICS 715,Directed Study,PHYSICS,Physics,715
PHYSICS 741,Advanced Classical Mechanics and Electrodynamics,PHYSICS,Physics,741
PHYSICS 742,Advanced Statistical Mechanics and Condensed Matter,PHYSICS,Physics,742
PHYSICS 743,Waves and Potentials,PHYSICS,Physics,743
PHYSICS 746,Relativistic Quantum Mechanics and Field Theory,PHYSICS,Physics,746
PHYSICS 748,General Relativity,PHYSICS,Physics,748
PHYSICS 751,Special Topic.,PHYSICS,Physics,751
PHYSICS 752,Photonics,PHYSICS,Physics,752
PHYSICS 753,The Dynamic Universe,PHYSICS,Physics,753
PHYSICS 754,Condensed Matter Physics,PHYSICS,Physics,754
PHYSICS 757,Quantum Optics and Quantum Information,PHYSICS,Physics,757
PHYSICS 780,Advanced Imaging Technologies,PHYSICS,Physics,780
PHYSICS 786,BAdvSci(Hons) Dissertation in Physics,PHYSICS,Physics,786
PHYSICS 786A,BAdvSci(Hons) Dissertation in Physics,PHYSICS,Physics,786A
PHYSICS 786B,BAdvSci(Hons) Dissertation in Physics,PHYSICS,Physics,786B
PHYSICS 787,Dissertation,PHYSICS,Physics,787
PHYSICS 787A,Dissertation,PHYSICS,Physics,787A
PHYSICS 787B,Dissertation,PHYSICS,Physics,787B
PHYSICS 788,Project in Physics,PHYSICS,Physics,788
PHYSICS 789,Honours Research Project,PHYSICS,Physics,789
PHYSICS 789A,Honours Research Project,PHYSICS,Physics,789A
PHYSICS 789B,Honours Research Project,PHYSICS,Physics,789B
PHYSICS 791,Special Topic,PHYSICS,Physics,791
PHYSICS 792,Special Topic,PHYSICS,Physics,792
PHYSICS 796A,MSc Thesis in Physics,PHYSICS,Physics,796A
PHYSICS 796B,MSc Thesis in Physics,PHYSICS,Physics,796B
PHYSIOL 399,Capstone: Physiology,PHYSIOL,Physiology,399
PHYSIOL 787,Dissertation,PHYSIOL,Physiology,787
PHYSIOL 787A,Dissertation,PHYSIOL,Physiology,787A
PHYSIOL 787B,Dissertation,PHYSIOL,Physiology,787B
PHYSIOL 796A,MSc Thesis in Physiology,PHYSIOL,Physiology,796A
PHYSIOL 796B,MSc Thesis in Physiology,PHYSIOL,Physiology,796B
POLICY 700,Special Topic: Statistics and Data Analysis,POLICY,Public Policy,700
POLICY 701,Policy Analysis and Evaluation,POLICY,Public Policy,701
POLICY 702,Economics of Policy,POLICY,Public Policy,702
POLICY 703,Quantitative Methods and Analysis for Public Policy,POLICY,Public Policy,703
POLICY 737,Applied Policy Project,POLICY,Public Policy,737
POLICY 740,"Policy Design, Analysis and Implementation",POLICY,Public Policy,740
POLICY 741,Government and Policy: New Zealand Compared,POLICY,Public Policy,741
POLICY 742,Statistics and Data Analysis for Policy,POLICY,Public Policy,742
POLICY 743,"Economics, Budgets and Bureaucrats",POLICY,Public Policy,743
POLICY 744,Policy in Practice,POLICY,Public Policy,744
POLICY 745,"Policy Research, Evaluation and Practice - Level 9",POLICY,Public Policy,745
POLICY 790,Research Project,POLICY,Public Policy,790
POLICY 790A,Research Project,POLICY,Public Policy,790A
POLICY 790B,Research Project,POLICY,Public Policy,790B
POLICY 792,Dissertation,POLICY,Public Policy,792
POLICY 792A,Dissertation,POLICY,Public Policy,792A
POLICY 792B,Dissertation,POLICY,Public Policy,792B
POLICY 793,Dissertation,POLICY,Public Policy,793
POLICY 793A,Dissertation,POLICY,Public Policy,793A
POLICY 793B,Dissertation,POLICY,Public Policy,793B
POLICY 794A,Thesis,POLICY,Public Policy,794A
POLICY 794B,Thesis,POLICY,Public Policy,794B
POLICY 795,Dissertation - Level 9,POLICY,Public Policy,795
POLICY 795A,Dissertation - Level 9,POLICY,Public Policy,795A
POLICY 795B,Dissertation - Level 9,POLICY,Public Policy,795B
POLICY 796,Research Project - Level 9,POLICY,Public Policy,796
POLITICS (320),Theories of Justice ** available as of 01/01/2027,POLITICS,Politics & International Rels,(320)
POLITICS 106,Global Politics,POLITICS,Politics & International Rels,106
POLITICS 107,New Zealand Politics,POLITICS,Politics & International Rels,107
POLITICS 109,Foundations of Western Politics and Law,POLITICS,Politics & International Rels,109
POLITICS 201,Globalisation and International Organisations,POLITICS,Politics & International Rels,201
POLITICS 202,Democrats and Dictators,POLITICS,Politics & International Rels,202
POLITICS 203,Special Topic,POLITICS,Politics & International Rels,203
POLITICS 207,"Media, Conflict and Peace",POLITICS,Politics & International Rels,207
POLITICS 209,Modern Political Thought,POLITICS,Politics & International Rels,209
POLITICS 210,Special Topic,POLITICS,Politics & International Rels,210
POLITICS 211,Politics of China,POLITICS,Politics & International Rels,211
POLITICS 216,Special Topic,POLITICS,Politics & International Rels,216
POLITICS 218,American Politics and Public Policy,POLITICS,Politics & International Rels,218
POLITICS 222,"Public Policy: Actors, Processes and Politics",POLITICS,Politics & International Rels,222
POLITICS 229,Mana Māori Motuhake / Māori Politics and Public Policy,POLITICS,Politics & International Rels,229
POLITICS 233,"Politics, Media and Public Sphere",POLITICS,Politics & International Rels,233
POLITICS 236,Special Topic: Aotearoa New Zealand Compared,POLITICS,Politics & International Rels,236
POLITICS 254,China and the World,POLITICS,Politics & International Rels,254
POLITICS 256,Critical Security Studies,POLITICS,Politics & International Rels,256
POLITICS 301,Toleration and Censorship,POLITICS,Politics & International Rels,301
POLITICS 303,War and Political Violence,POLITICS,Politics & International Rels,303
POLITICS 304,Special Topic,POLITICS,Politics & International Rels,304
POLITICS 311,Gender and Global Politics,POLITICS,Politics & International Rels,311
POLITICS 313,Governing Planet Earth,POLITICS,Politics & International Rels,313
POLITICS 314,Democracy in Theory and Practice,POLITICS,Politics & International Rels,314
POLITICS 315,The Practice of Politics,POLITICS,Politics & International Rels,315
POLITICS 316,Capitalism and its Critics,POLITICS,Politics & International Rels,316
POLITICS 320,Social Justice,POLITICS,Politics & International Rels,320
POLITICS 345,Political Marketing,POLITICS,Politics & International Rels,345
POLITICS 346,Terrorism,POLITICS,Politics & International Rels,346
POLITICS 347,American Politics and Public Policy,POLITICS,Politics & International Rels,347
POLITICS 356,Ethno-Political Violence: Hate Crimes to Genocide,POLITICS,Politics & International Rels,356
POLITICS 358,Special Topic,POLITICS,Politics & International Rels,358
POLITICS 701,Research Design in Empirical Political Inquiry,POLITICS,Politics & International Rels,701
POLITICS 702,Transitional Justice: From Retribution to Reconciliation,POLITICS,Politics & International Rels,702
POLITICS 704,Political Management in Government,POLITICS,Politics & International Rels,704
POLITICS 706,International Relations in Asia,POLITICS,Politics & International Rels,706
